Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-07-06 15:10:00+05:30,1320.800048828125,1322.300048828125,1320.800048828125,1321.800048828125,184482,0.0,0.0
2026-07-06 15:15:00+05:30,1321.9000244140625,1322.300048828125,1321.0,1321.5,173621,0.0,0.0
2026-07-06 15:20:00+05:30,1321.5,1322.0,1321.0999755859375,1322.0,169935,0.0,0.0
2026-07-06 15:25:00+05:30,1322.0,1322.0,1320.699951171875,1321.300048828125,201658,0.0,0.0
2026-07-07 09:15:00+05:30,1324.9000244140625,1327.9000244140625,1321.5,1321.5,0,0.0,0.0
2026-07-07 09:20:00+05:30,1321.800048828125,1322.5,1318.5,1319.5,117501,0.0,0.0
2026-07-07 09:25:00+05:30,1319.4000244140625,1319.4000244140625,1315.4000244140625,1316.5999755859375,109820,0.0,0.0
2026-07-07 09:30:00+05:30,1316.5999755859375,1316.9000244140625,1315.5999755859375,1315.800048828125,80130,0.0,0.0
2026-07-07 09:35:00+05:30,1315.800048828125,1319.800048828125,1315.0999755859375,1317.0,130768,0.0,0.0
2026-07-07 09:40:00+05:30,1317.300048828125,1320.5999755859375,1317.0,1318.699951171875,135792,0.0,0.0
2026-07-07 09:45:00+05:30,1319.0,1319.800048828125,1317.800048828125,1319.5999755859375,71777,0.0,0.0
2026-07-07 09:50:00+05:30,1319.699951171875,1320.800048828125,1319.4000244140625,1320.300048828125,75740,0.0,0.0
2026-07-07 09:55:00+05:30,1320.4000244140625,1321.0,1319.199951171875,1319.800048828125,59978,0.0,0.0
2026-07-07 10:00:00+05:30,1319.5999755859375,1321.5,1318.699951171875,1320.699951171875,93505,0.0,0.0
2026-07-07 10:05:00+05:30,1320.699951171875,1321.0,1319.300048828125,1320.800048828125,74228,0.0,0.0
2026-07-07 10:10:00+05:30,1320.5999755859375,1322.300048828125,1320.300048828125,1320.800048828125,88178,0.0,0.0
2026-07-07 10:15:00+05:30,1320.699951171875,1320.800048828125,1319.199951171875,1319.9000244140625,59208,0.0,0.0
2026-07-07 10:20:00+05:30,1319.9000244140625,1319.9000244140625,1317.199951171875,1318.0,95465,0.0,0.0
2026-07-07 10:25:00+05:30,1318.0,1319.4000244140625,1316.9000244140625,1318.9000244140625,235127,0.0,0.0
2026-07-07 10:30:00+05:30,1319.300048828125,1321.5,1317.9000244140625,1321.4000244140625,97120,0.0,0.0
2026-07-07 10:35:00+05:30,1321.4000244140625,1322.0,1319.9000244140625,1320.300048828125,62713,0.0,0.0
2026-07-07 10:40:00+05:30,1320.199951171875,1322.0,1319.4000244140625,1319.5999755859375,155056,0.0,0.0
